citaion, cited by, # direct citations, experiment, introduction, related work, discussion, conclusion, results, future work, other, f8
I05-2038,P06-1128,1,0,0,0,0,0,0,0,0,0.045454545454545456
W04-3103,P07-1125,3,0,0,0,0,0,0,0,0,0.10344827586206896
W96-0213,A00-1031,4,0,0,0,0,0,0,0,0,0.19047619047619047
P05-1045,P12-2069,1,0,0,0,0,0,0,0,0,0.05263157894736842
P95-1026,J04-3004,1,0,0,0,0,0,0,0,0,0.2
A97-1011,W06-0202,1,0,0,0,0,0,0,0,0,0.03225806451612903
H05-1079,W11-0112,3,0,0,0,0,0,0,0,0,0.09375
W04-3111,P09-1117,1,0,0,0,0,0,0,0,0,0.047619047619047616
P05-1045,W12-0604,1,0,0,0,0,0,0,0,0,0.0625
P05-1045,C10-1083,1,0,0,0,0,0,0,0,0,0.045454545454545456
C00-1072,P06-4007,1,0,0,0,0,0,0,0,0,0.08333333333333333
P05-1045,E12-1033,1,0,0,0,0,0,0,0,0,0.02564102564102564
P05-1045,C10-1105,1,0,0,0,0,0,0,0,0,0.06666666666666667
N04-4028,P11-1149,1,0,0,0,0,0,0,0,0,0.02040816326530612
P05-1045,S13-1021,1,0,0,0,0,0,0,0,0,0.038461538461538464
P05-1045,N10-1117,1,0,0,0,0,0,0,0,0,0.047619047619047616
W04-3252,C08-1040,3,0,0,0,0,0,0,0,0,0.1111111111111111
P04-1054,C08-1088,3,0,0,0,0,0,0,0,0,0.08108108108108109
