citaion, cited by, # direct citations, experiment, introduction, related work, discussion, conclusion, results, future work, other, f8
P96-1025,C00-1017,1,0,0,0,0,0,0,0,1,0.06666666666666667
J96-1002,P98-2214,0,0,0,0,0,0,0,0,0,0
P05-1045,W11-1723,0,0,0,0,0,0,0,0,0,0.0
P96-1025,C00-1051,2,1,0,0,0,0,0,0,1,0.13333333333333333
P05-1045,D13-1136,1,1,0,0,0,0,0,0,0,0.030303030303030304
H05-1079,N06-1005,0,0,0,0,0,0,0,0,0,0.0
P05-1045,D09-1158,1,0,0,0,0,0,0,0,1,0.05555555555555555
W07-1412,W10-1609,0,0,0,0,0,0,0,0,0,0.0
P01-1048,W01-1610,3,0,1,0,1,0,0,0,1,0.13043478260869565
P05-1045,D11-1034,1,1,0,0,0,0,0,0,0,0.043478260869565216
H05-1079,N06-1006,2,0,0,0,0,0,0,0,2,0.09090909090909091
P04-1015,J07-4004,1,0,0,0,0,0,0,0,1,0.006493506493506494
J96-1002,A00-2031,1,0,0,0,0,0,0,0,1,0.1111111111111111
W03-0428,P05-2023,1,1,0,0,0,0,0,0,0,0.07142857142857142
W97-0710,P04-3020,1,0,0,0,0,1,0,0,0,0.06666666666666667
W03-0430,W04-3234,1,0,0,0,0,1,0,0,0,0.047619047619047616
W09-0404,N10-1045,1,0,0,0,0,0,0,0,1,0.125
P05-1045,P12-2013,1,0,0,0,0,0,0,0,1,0.06666666666666667
W01-0521,P10-1036,2,0,0,0,0,0,1,0,1,0.043478260869565216
W04-3111,P07-1031,1,0,0,0,0,0,0,0,1,0.04
P05-1045,P13-2128,1,0,0,1,0,0,0,0,0,0.029411764705882353
W03-0430,W04-1221,1,0,0,0,0,0,0,0,1,0.125
P05-1045,W12-0103,1,1,0,0,0,0,0,0,0,0.024390243902439025
P05-1045,D09-1101,1,0,0,0,0,0,0,0,1,0.018518518518518517
N06-1040,N07-1051,0,0,0,0,0,0,0,0,0,0
W07-1412,W11-0135,1,0,0,0,0,0,0,0,1,0.05
P05-1045,P10-2049,2,1,0,0,0,0,0,0,1,0.07407407407407407
P05-1045,S12-1082,0,0,0,0,0,0,0,0,0,0
P05-1045,D09-1120,1,0,0,0,0,0,0,0,1,0.02
C00-1072,E09-1062,1,0,0,0,0,0,0,0,1,0.05
W07-1412,P12-1047,0,0,0,0,0,0,0,0,0,0.0
P05-1045,E09-1037,1,0,0,0,0,0,0,0,1,0.022727272727272728
P05-1045,C10-2078,2,1,0,0,0,0,0,0,1,0.08695652173913043
W04-3111,P10-1089,0,0,0,0,0,0,0,0,0,0.0
P05-1045,Q13-1028,1,0,0,0,0,0,0,0,1,0.024390243902439025
P05-1045,P11-1114,1,0,0,0,0,0,0,0,1,0.02127659574468085
P97-1003,P04-1047,1,0,0,1,0,0,0,0,0,0.038461538461538464
P96-1025,A00-2015,0,0,0,0,0,0,0,0,0,0
P05-1045,S12-1035,0,0,0,0,0,0,0,0,0,0
P05-1045,W11-2705,1,1,0,0,0,0,0,0,0,0.09090909090909091
P05-1045,I08-5014,0,0,0,0,0,0,0,0,0,0.0
A97-1011,W06-0202,1,1,0,0,0,0,0,0,0,0.03225806451612903
J96-1002,W02-0813,1,0,0,0,0,0,0,0,1,0.058823529411764705
P95-1026,C08-1135,1,0,0,1,0,0,0,0,0,0.047619047619047616
P05-1045,W11-2202,2,0,0,1,0,0,0,0,1,0.05555555555555555
P94-1013,W95-0104,0,0,0,0,0,0,0,0,0,0.0
N04-4028,D08-1070,0,0,0,0,0,0,0,0,0,0.0
N03-1028,P10-1038,1,0,0,0,0,0,0,0,1,0.03333333333333333
W02-1001,W04-0824,2,0,1,0,0,0,0,0,1,0.2
P05-1045,W11-0219,1,0,0,0,0,0,0,0,1,0.05263157894736842
I05-2038,N10-1004,1,1,0,0,0,0,0,0,0,0.029411764705882353
P05-1045,D13-1040,1,1,0,0,0,0,0,0,0,0.024390243902439025
P05-1045,N12-1084,0,0,0,0,0,0,0,0,0,0
C00-1072,P09-2030,0,0,0,0,0,0,0,0,0,0.0
P96-1025,E06-1012,3,0,1,0,0,0,0,0,2,0.15
P11-2071,D12-1003,0,0,0,0,0,0,0,0,0,0.0
P05-1045,C10-1083,1,0,0,0,0,0,0,0,1,0.045454545454545456
P97-1003,P03-1055,3,0,1,0,0,1,0,0,1,0.1111111111111111
H05-1079,N10-1146,1,0,1,0,0,0,0,0,0,0.018867924528301886
P05-1045,P06-2054,0,0,0,0,0,0,0,0,0,0.0
P97-1003,P04-1043,0,0,0,0,0,0,0,0,0,0.0
P05-1045,C10-1105,1,0,0,0,0,0,0,0,1,0.06666666666666667
P07-1033,C10-1145,0,0,0,0,0,0,0,0,0,0.0
P03-1069,D07-1009,7,1,0,1,0,0,2,0,3,0.18421052631578946
W04-3252,C08-1040,3,0,0,1,0,0,0,0,2,0.1111111111111111
W07-1412,W09-2501,0,0,0,0,0,0,0,0,0,0.0
P05-1045,P06-1141,6,1,1,2,0,0,0,0,2,0.1875
P05-1045,D12-1092,2,0,1,1,0,0,0,0,0,0.04081632653061224
P97-1003,P98-2148,1,0,1,0,0,0,0,0,0,0.1111111111111111
N03-1028,W06-1655,1,0,0,0,0,0,0,0,1,0.045454545454545456
A97-1011,W09-1118,1,1,0,0,0,0,0,0,0,0.03125
C00-2105,D07-1091,0,0,0,0,0,0,0,0,0,0.0
P05-1045,P12-1087,0,0,0,0,0,0,0,0,0,0.0
P05-1045,N10-1121,1,1,0,0,0,0,0,0,0,0.023809523809523808
P05-1045,P06-1089,3,0,1,1,0,0,0,0,1,0.10714285714285714
J96-1002,A97-1056,2,0,0,1,0,0,0,0,1,0.07692307692307693
P97-1003,P02-1031,2,1,1,0,0,0,0,0,0,0.125
W03-0428,D07-1016,1,0,0,0,0,0,0,0,1,0.05263157894736842
P07-1033,P10-2056,0,0,0,0,0,0,0,0,0,0.0
P05-1045,D09-1016,2,0,0,1,0,0,0,0,1,0.05
C00-1072,P06-1015,1,0,1,0,0,0,0,0,0,0.030303030303030304
I05-2038,C10-1088,2,0,1,0,0,0,0,0,1,0.07407407407407407
W02-1001,W03-0422,0,0,0,0,0,0,0,0,0,0.0
